"1,4",-271.222677168
"1,5",-271.248537696
"1,6",-271.253105930
"1,7",-271.245381579 
"1,8",-271.231112820 
"1,9",-271.214368386
2,-271.198429207
"2,1",-271.186147207
"2,2",-271.179456685
"2,3", -271.178024267
"2,4",-271.179702426
"2,5",-271.182572688 
